flight_id,flight_date,sched_dep_time,sched_arr_time,carrier_code,carrier,flight_number,origin,origin_name,origin_city,origin_country,dest,dest_name,dest_city,dest_country,distance_km,aircraft_type
U24839-023533,2024-04-08,15:00,16:02,U2,easyJet,U24839,GLA,Glasgow Airport,Glasgow,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,457,Regional
FR6515-514847,2024-08-08,20:50,21:52,FR,Ryanair,FR6515,LCY,London City Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,627,Widebody
FR5004-287533,2024-09-02,16:55,17:21,FR,Ryanair,FR5004,LCY,London City Airport,London,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,36,Widebody
BA8540-331654,2024-07-17,06:10,07:27,BA,British Airways,BA8540,LGW,London Gatwick Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,623,Narrowbody
U25743-431342,2024-09-01,09:45,10:44,U2,easyJet,U25743,BFS,Belfast International Airport,Belfast,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,561,Regional
EI0980-099068,2024-06-16,13:30,14:22,EI,Aer Lingus,EI0980,LGW,London Gatwick Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,485,Widebody
FR0828-664493,2024-07-21,17:05,18:12,FR,Ryanair,FR0828,GLA,Glasgow Airport,Glasgow,United Kingdom,LCY,London City Airport,London,United Kingdom,568,Narrowbody
EI3724-320268,2024-12-20,14:35,15:25,EI,Aer Lingus,EI3724,DUB,Dublin Airport,Dublin,Ireland,LHR,London Heathrow Airport,London,United Kingdom,450,Widebody
U27245-492328,2024-04-16,02:30,02:47,U2,easyJet,U27245,LCY,London City Airport,London,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,36,Regional
FR0840-656422,2024-04-16,18:55,19:31,FR,Ryanair,FR0840,DUB,Dublin Airport,Dublin,Ireland,BFS,Belfast International Airport,Belfast,United Kingdom,138,Narrowbody
BA4147-787965,2024-12-18,02:40,03:46,BA,British Airways,BA4147,LHR,London Heathrow Airport,London,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,523,Widebody
EI8394-494094,2024-10-08,19:20,20:23,EI,Aer Lingus,EI8394,LCY,London City Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,568,Regional
FR1538-082683,2024-07-16,09:55,10:57,FR,Ryanair,FR1538,LCY,London City Airport,London,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,546,Regional
BA3518-662998,2024-07-01,11:15,12:30,BA,British Airways,BA3518,SNN,Shannon Airport,Shannon,Ireland,LCY,London City Airport,London,United Kingdom,627,Narrowbody
EI3877-400816,2024-01-30,13:15,14:25,EI,Aer Lingus,EI3877,SNN,Shannon Airport,Shannon,Ireland,LCY,London City Airport,London,United Kingdom,627,Regional
BA0615-435330,2024-05-26,19:30,19:50,BA,British Airways,BA0615,LGW,London Gatwick Airport,London,United Kingdom,LCY,London City Airport,London,United Kingdom,42,Regional
U28551-105047,2024-09-25,04:35,05:39,U2,easyJet,U28551,LHR,London Heathrow Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,594,Widebody
U21520-509276,2024-03-23,09:40,10:12,U2,easyJet,U21520,BFS,Belfast International Airport,Belfast,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,138,Narrowbody
U23068-147893,2024-04-16,14:55,15:42,U2,easyJet,U23068,GLA,Glasgow Airport,Glasgow,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,297,Narrowbody
FR6156-329734,2024-06-06,03:30,03:52,FR,Ryanair,FR6156,LGW,London Gatwick Airport,London,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,40,Regional
FR6896-502226,2024-11-13,18:35,19:23,FR,Ryanair,FR6896,DUB,Dublin Airport,Dublin,Ireland,GLA,Glasgow Airport,Glasgow,United Kingdom,297,Widebody
U24172-618781,2024-10-19,17:00,17:58,U2,easyJet,U24172,LCY,London City Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,478,Narrowbody
EI3420-143147,2024-11-04,19:15,20:17,EI,Aer Lingus,EI3420,LHR,London Heathrow Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,450,Narrowbody
U25073-045025,2024-10-22,12:00,12:52,U2,easyJet,U25073,LHR,London Heathrow Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,450,Narrowbody
FR7238-947847,2024-10-25,14:25,14:59,FR,Ryanair,FR7238,GLA,Glasgow Airport,Glasgow,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,176,Widebody
U25943-361061,2024-06-24,23:50,00:49,U2,easyJet,U25943,LCY,London City Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,568,Widebody
U23990-996868,2024-10-14,05:40,06:52,U2,easyJet,U23990,LGW,London Gatwick Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,595,Regional
U25093-253216,2024-02-17,23:30,00:16,U2,easyJet,U25093,GLA,Glasgow Airport,Glasgow,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,297,Regional
BA5592-566574,2024-02-08,06:30,06:46,BA,British Airways,BA5592,LHR,London Heathrow Airport,London,United Kingdom,LCY,London City Airport,London,United Kingdom,36,Narrowbody
FR2421-811514,2024-06-10,14:55,15:51,FR,Ryanair,FR2421,DUB,Dublin Airport,Dublin,Ireland,LHR,London Heathrow Airport,London,United Kingdom,450,Regional
EI789-553203,2024-01-23,09:10,09:47,EI,Aer Lingus,EI789,SNN,Shannon Airport,Shannon,Ireland,BFS,Belfast International Airport,Belfast,United Kingdom,281,Widebody
FR4577-126541,2024-07-14,07:30,08:23,FR,Ryanair,FR4577,LGW,London Gatwick Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,485,Regional
EI9514-902166,2024-09-11,02:20,03:10,EI,Aer Lingus,EI9514,LGW,London Gatwick Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,485,Widebody
EI2984-746293,2024-08-03,16:35,17:08,EI,Aer Lingus,EI2984,BFS,Belfast International Airport,Belfast,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,281,Regional
EI7667-213029,2024-07-15,10:45,11:21,EI,Aer Lingus,EI7667,DUB,Dublin Airport,Dublin,Ireland,SNN,Shannon Airport,Shannon,Ireland,195,Widebody
U23543-371277,2024-04-10,23:25,00:04,U2,easyJet,U23543,BFS,Belfast International Airport,Belfast,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,281,Regional
EI6851-337898,2024-07-19,19:25,20:24,EI,Aer Lingus,EI6851,LGW,London Gatwick Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,485,Narrowbody
EI6681-297676,2024-10-17,21:15,22:11,EI,Aer Lingus,EI6681,DUB,Dublin Airport,Dublin,Ireland,LHR,London Heathrow Airport,London,United Kingdom,450,Regional
EI7827-967486,2024-11-16,12:30,13:27,EI,Aer Lingus,EI7827,LGW,London Gatwick Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,485,Narrowbody
U29832-531661,2024-08-25,21:30,22:41,U2,easyJet,U29832,BFS,Belfast International Airport,Belfast,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,561,Regional
FR4902-296541,2024-04-22,07:20,07:37,FR,Ryanair,FR4902,LCY,London City Airport,London,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,36,Regional
EI8765-513112,2024-08-10,06:00,06:41,EI,Aer Lingus,EI8765,SNN,Shannon Airport,Shannon,Ireland,BFS,Belfast International Airport,Belfast,United Kingdom,281,Regional
U23895-319983,2024-09-09,08:10,08:38,U2,easyJet,U23895,LGW,London Gatwick Airport,London,United Kingdom,LCY,London City Airport,London,United Kingdom,42,Narrowbody
BA097-972093,2024-03-07,18:25,19:15,BA,British Airways,BA097,LHR,London Heathrow Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,450,Widebody
U21712-096873,2024-12-07,13:55,14:55,U2,easyJet,U21712,BFS,Belfast International Airport,Belfast,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,523,Widebody
BA2791-740209,2024-07-01,01:30,02:12,BA,British Airways,BA2791,GLA,Glasgow Airport,Glasgow,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,297,Regional
U23620-758689,2024-08-27,12:30,13:20,U2,easyJet,U23620,LGW,London Gatwick Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,485,Widebody
FR2618-177445,2024-04-12,11:15,11:57,FR,Ryanair,FR2618,GLA,Glasgow Airport,Glasgow,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,297,Widebody
BA0090-566148,2024-08-14,12:25,13:23,BA,British Airways,BA0090,DUB,Dublin Airport,Dublin,Ireland,LHR,London Heathrow Airport,London,United Kingdom,450,Regional
FR2850-493975,2024-03-18,02:20,02:58,FR,Ryanair,FR2850,DUB,Dublin Airport,Dublin,Ireland,SNN,Shannon Airport,Shannon,Ireland,195,Regional
BA0825-465462,2024-03-06,09:10,09:46,BA,British Airways,BA0825,BFS,Belfast International Airport,Belfast,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,281,Narrowbody
FR1909-861254,2024-02-01,06:25,06:40,FR,Ryanair,FR1909,LCY,London City Airport,London,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,36,Regional
BA7091-688764,2024-07-13,05:05,05:51,BA,British Airways,BA7091,DUB,Dublin Airport,Dublin,Ireland,GLA,Glasgow Airport,Glasgow,United Kingdom,297,Widebody
BA2611-626216,2024-08-27,12:00,12:22,BA,British Airways,BA2611,LHR,London Heathrow Airport,London,United Kingdom,LCY,London City Airport,London,United Kingdom,36,Widebody
FR4913-479711,2024-11-17,22:15,23:28,FR,Ryanair,FR4913,LCY,London City Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,627,Narrowbody
EI2061-589415,2024-10-20,16:10,17:21,EI,Aer Lingus,EI2061,GLA,Glasgow Airport,Glasgow,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,555,Widebody
U27786-759524,2024-12-19,09:50,10:52,U2,easyJet,U27786,DUB,Dublin Airport,Dublin,Ireland,LHR,London Heathrow Airport,London,United Kingdom,450,Regional
U24354-305214,2024-08-27,17:15,18:22,U2,easyJet,U24354,LGW,London Gatwick Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,595,Narrowbody
U23858-246196,2024-06-25,21:30,21:49,U2,easyJet,U23858,LCY,London City Airport,London,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,36,Regional
U29068-298952,2024-06-18,04:20,05:32,U2,easyJet,U29068,LGW,London Gatwick Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,623,Regional
FR5497-018297,2024-08-26,12:55,13:57,FR,Ryanair,FR5497,SNN,Shannon Airport,Shannon,Ireland,GLA,Glasgow Airport,Glasgow,United Kingdom,457,Widebody
FR6093-536476,2024-12-10,20:40,20:59,FR,Ryanair,FR6093,LHR,London Heathrow Airport,London,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,40,Widebody
BA0581-429192,2024-01-11,20:50,21:55,BA,British Airways,BA0581,GLA,Glasgow Airport,Glasgow,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,595,Widebody
BA2057-873934,2024-10-20,11:25,12:29,BA,British Airways,BA2057,LCY,London City Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,627,Regional
EI3777-331185,2024-04-18,15:25,16:05,EI,Aer Lingus,EI3777,SNN,Shannon Airport,Shannon,Ireland,BFS,Belfast International Airport,Belfast,United Kingdom,281,Regional
BA5287-268895,2024-07-06,17:05,18:14,BA,British Airways,BA5287,LCY,London City Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,627,Widebody
BA5435-574092,2024-10-31,20:25,21:22,BA,British Airways,BA5435,LGW,London Gatwick Airport,London,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,561,Narrowbody
BA6323-221635,2024-06-17,10:45,11:42,BA,British Airways,BA6323,DUB,Dublin Airport,Dublin,Ireland,LCY,London City Airport,London,United Kingdom,478,Narrowbody
BA7578-670592,2024-04-13,08:35,09:37,BA,British Airways,BA7578,DUB,Dublin Airport,Dublin,Ireland,LGW,London Gatwick Airport,London,United Kingdom,485,Widebody
EI6547-492179,2024-02-06,09:10,10:14,EI,Aer Lingus,EI6547,LGW,London Gatwick Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,623,Regional
BA7382-522179,2024-02-15,21:20,22:16,BA,British Airways,BA7382,GLA,Glasgow Airport,Glasgow,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,457,Regional
EI4233-602708,2024-10-13,11:55,13:06,EI,Aer Lingus,EI4233,GLA,Glasgow Airport,Glasgow,United Kingdom,LCY,London City Airport,London,United Kingdom,568,Narrowbody
EI1684-747073,2024-01-14,19:00,19:13,EI,Aer Lingus,EI1684,LGW,London Gatwick Airport,London,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,40,Regional
BA2779-494338,2024-09-24,23:55,00:31,BA,British Airways,BA2779,BFS,Belfast International Airport,Belfast,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,138,Regional
BA5248-694244,2024-03-19,08:30,09:23,BA,British Airways,BA5248,SNN,Shannon Airport,Shannon,Ireland,GLA,Glasgow Airport,Glasgow,United Kingdom,457,Narrowbody
EI8402-322953,2024-01-18,14:25,15:28,EI,Aer Lingus,EI8402,GLA,Glasgow Airport,Glasgow,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,457,Widebody
EI2336-916370,2024-04-28,18:55,19:37,EI,Aer Lingus,EI2336,SNN,Shannon Airport,Shannon,Ireland,BFS,Belfast International Airport,Belfast,United Kingdom,281,Narrowbody
U21360-290898,2024-11-09,00:20,00:40,U2,easyJet,U21360,LGW,London Gatwick Airport,London,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,40,Regional
U27286-669451,2024-01-22,12:20,13:18,U2,easyJet,U27286,LHR,London Heathrow Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,450,Regional
EI5130-045442,2024-02-10,06:15,07:18,EI,Aer Lingus,EI5130,LGW,London Gatwick Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,595,Widebody
FR3189-862544,2024-05-02,01:20,02:26,FR,Ryanair,FR3189,LCY,London City Airport,London,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,546,Widebody
BA2563-694481,2024-11-29,08:10,08:54,BA,British Airways,BA2563,GLA,Glasgow Airport,Glasgow,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,297,Regional
EI1496-635756,2024-05-23,07:05,07:29,EI,Aer Lingus,EI1496,LGW,London Gatwick Airport,London,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,40,Widebody
EI0949-969834,2024-11-11,11:15,11:43,EI,Aer Lingus,EI0949,DUB,Dublin Airport,Dublin,Ireland,BFS,Belfast International Airport,Belfast,United Kingdom,138,Widebody
FR0584-327773,2024-11-03,06:00,07:06,FR,Ryanair,FR0584,LCY,London City Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,568,Narrowbody
FR8437-268086,2024-12-01,10:15,10:45,FR,Ryanair,FR8437,DUB,Dublin Airport,Dublin,Ireland,BFS,Belfast International Airport,Belfast,United Kingdom,138,Narrowbody
U25721-668833,2024-06-21,04:30,05:09,U2,easyJet,U25721,GLA,Glasgow Airport,Glasgow,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,297,Widebody
EI6514-018044,2024-11-11,15:10,15:58,EI,Aer Lingus,EI6514,SNN,Shannon Airport,Shannon,Ireland,GLA,Glasgow Airport,Glasgow,United Kingdom,457,Regional
EI5145-297971,2024-01-18,02:50,03:50,EI,Aer Lingus,EI5145,SNN,Shannon Airport,Shannon,Ireland,LHR,London Heathrow Airport,London,United Kingdom,594,Regional
FR5935-201943,2024-09-12,12:30,12:49,FR,Ryanair,FR5935,LCY,London City Airport,London,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,36,Regional
FR6762-623589,2024-07-10,09:45,10:47,FR,Ryanair,FR6762,BFS,Belfast International Airport,Belfast,United Kingdom,LCY,London City Airport,London,United Kingdom,546,Regional
U29025-267657,2024-10-27,02:50,03:03,U2,easyJet,U29025,LCY,London City Airport,London,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,36,Regional
FR9021-464621,2024-11-14,12:35,13:38,FR,Ryanair,FR9021,SNN,Shannon Airport,Shannon,Ireland,GLA,Glasgow Airport,Glasgow,United Kingdom,457,Widebody
FR9098-180508,2024-03-02,14:00,14:58,FR,Ryanair,FR9098,SNN,Shannon Airport,Shannon,Ireland,GLA,Glasgow Airport,Glasgow,United Kingdom,457,Widebody
U22134-103422,2024-03-15,17:25,18:27,U2,easyJet,U22134,BFS,Belfast International Airport,Belfast,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,561,Widebody
FR2966-371801,2024-11-04,20:00,21:02,FR,Ryanair,FR2966,LCY,London City Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,478,Widebody
EI5830-102421,2024-11-22,14:30,15:30,EI,Aer Lingus,EI5830,LGW,London Gatwick Airport,London,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,561,Widebody
FR582-271889,2024-05-22,05:15,05:57,FR,Ryanair,FR582,GLA,Glasgow Airport,Glasgow,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,297,Regional
EI7449-675282,2024-12-08,19:15,19:50,EI,Aer Lingus,EI7449,BFS,Belfast International Airport,Belfast,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,176,Regional
BA4939-960389,2024-09-03,05:55,06:57,BA,British Airways,BA4939,LHR,London Heathrow Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,450,Regional
EI4430-969357,2024-04-28,06:20,07:23,EI,Aer Lingus,EI4430,GLA,Glasgow Airport,Glasgow,United Kingdom,LCY,London City Airport,London,United Kingdom,568,Narrowbody
U22637-722594,2024-08-10,13:30,14:26,U2,easyJet,U22637,LCY,London City Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,478,Narrowbody
U22716-907607,2024-06-21,11:00,11:23,U2,easyJet,U22716,LHR,London Heathrow Airport,London,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,40,Regional
FR3334-857928,2024-09-23,09:45,10:00,FR,Ryanair,FR3334,LHR,London Heathrow Airport,London,United Kingdom,LCY,London City Airport,London,United Kingdom,36,Widebody
BA5168-268989,2024-07-25,14:05,15:13,BA,British Airways,BA5168,LHR,London Heathrow Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,594,Narrowbody
BA2764-290349,2024-08-14,21:45,23:00,BA,British Airways,BA2764,SNN,Shannon Airport,Shannon,Ireland,LGW,London Gatwick Airport,London,United Kingdom,623,Narrowbody
U28646-465385,2024-05-15,09:40,10:33,U2,easyJet,U28646,SNN,Shannon Airport,Shannon,Ireland,GLA,Glasgow Airport,Glasgow,United Kingdom,457,Widebody
BA0670-669581,2024-06-15,07:00,07:58,BA,British Airways,BA0670,LCY,London City Airport,London,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,546,Narrowbody
EI2273-101695,2024-01-17,11:30,12:08,EI,Aer Lingus,EI2273,BFS,Belfast International Airport,Belfast,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,281,Widebody
EI6722-653211,2024-06-15,11:25,11:59,EI,Aer Lingus,EI6722,BFS,Belfast International Airport,Belfast,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,281,Widebody
BA7657-662554,2024-10-11,18:25,19:33,BA,British Airways,BA7657,GLA,Glasgow Airport,Glasgow,United Kingdom,LCY,London City Airport,London,United Kingdom,568,Narrowbody
EI6227-224340,2024-01-22,08:10,09:07,EI,Aer Lingus,EI6227,BFS,Belfast International Airport,Belfast,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,561,Regional
BA0527-199574,2024-11-28,07:25,08:26,BA,British Airways,BA0527,SNN,Shannon Airport,Shannon,Ireland,GLA,Glasgow Airport,Glasgow,United Kingdom,457,Widebody
BA1594-194499,2024-10-07,10:55,11:57,BA,British Airways,BA1594,LHR,London Heathrow Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,450,Narrowbody
U21901-548340,2024-08-27,06:55,08:06,U2,easyJet,U21901,LCY,London City Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,568,Widebody
EI6978-425791,2024-03-10,05:10,05:27,EI,Aer Lingus,EI6978,LHR,London Heathrow Airport,London,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,40,Narrowbody
FR4158-370121,2024-05-10,21:35,22:33,FR,Ryanair,FR4158,LHR,London Heathrow Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,450,Regional
EI3101-880052,2024-07-19,19:40,20:48,EI,Aer Lingus,EI3101,LHR,London Heathrow Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,555,Regional
EI6054-114227,2024-07-26,11:25,12:35,EI,Aer Lingus,EI6054,LCY,London City Airport,London,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,546,Widebody
BA2240-977136,2024-08-01,19:20,20:20,BA,British Airways,BA2240,LCY,London City Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,478,Regional
U27859-536011,2024-04-30,22:10,23:13,U2,easyJet,U27859,LCY,London City Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,568,Widebody
FR6567-966600,2024-07-19,14:55,15:14,FR,Ryanair,FR6567,LGW,London Gatwick Airport,London,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,40,Widebody
EI9276-878390,2024-10-31,16:15,17:18,EI,Aer Lingus,EI9276,LHR,London Heathrow Airport,London,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,523,Narrowbody
BA6883-173790,2024-03-29,08:00,08:44,BA,British Airways,BA6883,BFS,Belfast International Airport,Belfast,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,281,Narrowbody
U28112-118888,2024-02-20,11:50,12:53,U2,easyJet,U28112,GLA,Glasgow Airport,Glasgow,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,457,Widebody
U27305-726547,2024-11-21,02:15,03:18,U2,easyJet,U27305,SNN,Shannon Airport,Shannon,Ireland,LGW,London Gatwick Airport,London,United Kingdom,623,Narrowbody
