,flight_id,precipitation,wind,dep_delay,carrier,origin_name,origin_city,origin_country,dest_name,dest_city,dest_country,distance_km,aircraft_type,scheduled_departure,scheduled_arrival,delayed,departure_hour,departure_dayofweek,departure_month,flight_duration_mins,bad_weather,origin_flight_count,peak_hour_departure
1458,U25721-668833,0,1,0,easyJet,Glasgow Airport,Glasgow,United Kingdom,Dublin Airport,Dublin,Ireland,297,Widebody,2024-06-21 04:30:00,2024-06-21 05:09:00,0,4,4,6,39.0,0,435,0
1459,EI6514-018044,3,0,4,Aer Lingus,Shannon Airport,Shannon,Ireland,Glasgow Airport,Glasgow,United Kingdom,457,Regional,2024-11-11 15:10:00,2024-11-11 15:58:00,0,15,0,11,48.0,1,458,0
1460,EI5145-297971,0,0,10,Aer Lingus,Shannon Airport,Shannon,Ireland,London Heathrow Airport,London,United Kingdom,594,Regional,2024-01-18 02:50:00,2024-01-18 03:50:00,0,2,3,1,60.0,0,458,0
1461,FR5935-201943,0,3,1,Ryanair,London City Airport,London,United Kingdom,London Heathrow Airport,London,United Kingdom,36,Regional,2024-09-12 12:30:00,2024-09-12 12:49:00,0,12,3,9,19.0,1,445,0
1462,FR6762-623589,1,0,9,Ryanair,Belfast International Airport,Belfast,United Kingdom,London City Airport,London,United Kingdom,546,Regional,2024-07-10 09:45:00,2024-07-10 10:47:00,0,9,2,7,62.0,0,400,1
1463,U29025-267657,2,0,1,easyJet,London City Airport,London,United Kingdom,London Heathrow Airport,London,United Kingdom,36,Regional,2024-10-27 02:50:00,2024-10-27 03:03:00,0,2,6,10,13.0,1,445,0
1464,FR9021-464621,1,1,2,Ryanair,Shannon Airport,Shannon,Ireland,Glasgow Airport,Glasgow,United Kingdom,457,Widebody,2024-11-14 12:35:00,2024-11-14 13:38:00,0,12,3,11,63.0,0,458,0
1465,FR9098-180508,0,2,36,Ryanair,Shannon Airport,Shannon,Ireland,Glasgow Airport,Glasgow,United Kingdom,457,Widebody,2024-03-02 14:00:00,2024-03-02 14:58:00,1,14,5,3,58.0,1,458,0
1466,U22134-103422,1,1,35,easyJet,Belfast International Airport,Belfast,United Kingdom,London Gatwick Airport,London,United Kingdom,561,Widebody,2024-03-15 17:25:00,2024-03-15 18:27:00,1,17,4,3,62.0,0,400,1
1467,FR2966-371801,0,0,39,Ryanair,London City Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,478,Widebody,2024-11-04 20:00:00,2024-11-04 21:02:00,1,20,0,11,62.0,0,445,0
1468,EI5830-102421,0,0,0,Aer Lingus,London Gatwick Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,561,Widebody,2024-11-22 14:30:00,2024-11-22 15:30:00,0,14,4,11,60.0,0,432,0
1469,FR582-271889,0,3,15,Ryanair,Glasgow Airport,Glasgow,United Kingdom,Dublin Airport,Dublin,Ireland,297,Regional,2024-05-22 05:15:00,2024-05-22 05:57:00,1,5,2,5,42.0,1,435,0
1470,EI7449-675282,1,1,7,Aer Lingus,Belfast International Airport,Belfast,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,176,Regional,2024-12-08 19:15:00,2024-12-08 19:50:00,0,19,6,12,35.0,0,400,1
1471,BA4939-960389,0,0,0,British Airways,London Heathrow Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,450,Regional,2024-09-03 05:55:00,2024-09-03 06:57:00,0,5,1,9,62.0,0,411,0
1472,EI4430-969357,0,1,2,Aer Lingus,Glasgow Airport,Glasgow,United Kingdom,London City Airport,London,United Kingdom,568,Narrowbody,2024-04-28 06:20:00,2024-04-28 07:23:00,0,6,6,4,63.0,0,435,1
1473,U22637-722594,0,1,2,easyJet,London City Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,478,Narrowbody,2024-08-10 13:30:00,2024-08-10 14:26:00,0,13,5,8,56.0,0,445,0
1474,U22716-907607,1,2,20,easyJet,London Heathrow Airport,London,United Kingdom,London Gatwick Airport,London,United Kingdom,40,Regional,2024-06-21 11:00:00,2024-06-21 11:23:00,1,11,4,6,23.0,1,411,0
1475,FR3334-857928,0,0,9,Ryanair,London Heathrow Airport,London,United Kingdom,London City Airport,London,United Kingdom,36,Widebody,2024-09-23 09:45:00,2024-09-23 10:00:00,0,9,0,9,15.0,0,411,1
1476,BA5168-268989,1,2,7,British Airways,London Heathrow Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,594,Narrowbody,2024-07-25 14:05:00,2024-07-25 15:13:00,0,14,3,7,68.0,1,411,0
1477,BA2764-290349,2,0,10,British Airways,Shannon Airport,Shannon,Ireland,London Gatwick Airport,London,United Kingdom,623,Narrowbody,2024-08-14 21:45:00,2024-08-14 23:00:00,0,21,2,8,75.0,1,458,0
1478,U28646-465385,0,1,1,easyJet,Shannon Airport,Shannon,Ireland,Glasgow Airport,Glasgow,United Kingdom,457,Widebody,2024-05-15 09:40:00,2024-05-15 10:33:00,0,9,2,5,53.0,0,458,1
1479,BA0670-669581,1,0,0,British Airways,London City Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,546,Narrowbody,2024-06-15 07:00:00,2024-06-15 07:58:00,0,7,5,6,58.0,0,445,1
1480,EI2273-101695,2,1,0,Aer Lingus,Belfast International Airport,Belfast,United Kingdom,Shannon Airport,Shannon,Ireland,281,Widebody,2024-01-17 11:30:00,2024-01-17 12:08:00,0,11,2,1,38.0,1,400,0
1481,EI6722-653211,0,1,3,Aer Lingus,Belfast International Airport,Belfast,United Kingdom,Shannon Airport,Shannon,Ireland,281,Widebody,2024-06-15 11:25:00,2024-06-15 11:59:00,0,11,5,6,34.0,0,400,0
1482,BA7657-662554,1,0,2,British Airways,Glasgow Airport,Glasgow,United Kingdom,London City Airport,London,United Kingdom,568,Narrowbody,2024-10-11 18:25:00,2024-10-11 19:33:00,0,18,4,10,68.0,0,435,1
1483,EI6227-224340,3,1,3,Aer Lingus,Belfast International Airport,Belfast,United Kingdom,London Gatwick Airport,London,United Kingdom,561,Regional,2024-01-22 08:10:00,2024-01-22 09:07:00,0,8,0,1,57.0,1,400,1
1484,BA0527-199574,0,3,0,British Airways,Shannon Airport,Shannon,Ireland,Glasgow Airport,Glasgow,United Kingdom,457,Widebody,2024-11-28 07:25:00,2024-11-28 08:26:00,0,7,3,11,61.0,1,458,1
1485,BA1594-194499,1,1,0,British Airways,London Heathrow Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,450,Narrowbody,2024-10-07 10:55:00,2024-10-07 11:57:00,0,10,0,10,62.0,0,411,0
1486,U21901-548340,1,0,36,easyJet,London City Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,568,Widebody,2024-08-27 06:55:00,2024-08-27 08:06:00,1,6,1,8,71.0,0,445,1
1487,EI6978-425791,0,1,6,Aer Lingus,London Heathrow Airport,London,United Kingdom,London Gatwick Airport,London,United Kingdom,40,Narrowbody,2024-03-10 05:10:00,2024-03-10 05:27:00,0,5,6,3,17.0,0,411,0
1488,FR4158-370121,3,1,29,Ryanair,London Heathrow Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,450,Regional,2024-05-10 21:35:00,2024-05-10 22:33:00,1,21,4,5,58.0,1,411,0
1489,EI3101-880052,1,3,30,Aer Lingus,London Heathrow Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,555,Regional,2024-07-19 19:40:00,2024-07-19 20:48:00,1,19,4,7,68.0,1,411,1
1490,EI6054-114227,0,0,10,Aer Lingus,London City Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,546,Widebody,2024-07-26 11:25:00,2024-07-26 12:35:00,0,11,4,7,70.0,0,445,0
1491,BA2240-977136,1,0,0,British Airways,London City Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,478,Regional,2024-08-01 19:20:00,2024-08-01 20:20:00,0,19,3,8,60.0,0,445,1
1492,U27859-536011,2,2,6,easyJet,London City Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,568,Widebody,2024-04-30 22:10:00,2024-04-30 23:13:00,0,22,1,4,63.0,1,445,0
1493,FR6567-966600,1,3,3,Ryanair,London Gatwick Airport,London,United Kingdom,London Heathrow Airport,London,United Kingdom,40,Widebody,2024-07-19 14:55:00,2024-07-19 15:14:00,0,14,4,7,19.0,1,432,0
1494,EI9276-878390,1,0,2,Aer Lingus,London Heathrow Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,523,Narrowbody,2024-10-31 16:15:00,2024-10-31 17:18:00,0,16,3,10,63.0,0,411,1
1495,BA6883-173790,1,0,6,British Airways,Belfast International Airport,Belfast,United Kingdom,Shannon Airport,Shannon,Ireland,281,Narrowbody,2024-03-29 08:00:00,2024-03-29 08:44:00,0,8,4,3,44.0,0,400,1
1496,U28112-118888,1,1,11,easyJet,Glasgow Airport,Glasgow,United Kingdom,Shannon Airport,Shannon,Ireland,457,Widebody,2024-02-20 11:50:00,2024-02-20 12:53:00,0,11,1,2,63.0,0,435,0
1497,U27305-726547,0,1,8,easyJet,Shannon Airport,Shannon,Ireland,London Gatwick Airport,London,United Kingdom,623,Narrowbody,2024-11-21 02:15:00,2024-11-21 03:18:00,0,2,3,11,63.0,0,458,0
1498,U28819-560565,0,0,0,easyJet,Belfast International Airport,Belfast,United Kingdom,London Gatwick Airport,London,United Kingdom,561,Widebody,2024-03-11 14:30:00,2024-03-11 15:40:00,0,14,0,3,70.0,0,400,0
1499,BA6077-369096,1,3,1,British Airways,London City Airport,London,United Kingdom,London Heathrow Airport,London,United Kingdom,36,Widebody,2024-05-22 06:30:00,2024-05-22 06:50:00,0,6,2,5,20.0,1,445,1
1500,U20554-293643,1,1,8,easyJet,London Gatwick Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,485,Widebody,2024-08-12 16:15:00,2024-08-12 17:16:00,0,16,0,8,61.0,0,432,1
1501,BA6512-247398,1,0,6,British Airways,Dublin Airport,Dublin,Ireland,Shannon Airport,Shannon,Ireland,195,Narrowbody,2024-02-26 04:45:00,2024-02-26 05:18:00,0,4,0,2,33.0,0,419,0
1502,EI7083-146422,1,0,39,Aer Lingus,Shannon Airport,Shannon,Ireland,Glasgow Airport,Glasgow,United Kingdom,457,Regional,2024-09-29 19:10:00,2024-09-29 20:08:00,1,19,6,9,58.0,0,458,1
1503,BA4225-131626,0,0,5,British Airways,London Gatwick Airport,London,United Kingdom,London Heathrow Airport,London,United Kingdom,40,Widebody,2024-10-27 20:10:00,2024-10-27 20:27:00,0,20,6,10,17.0,0,432,0
1504,EI7877-110071,1,0,7,Aer Lingus,Shannon Airport,Shannon,Ireland,London Heathrow Airport,London,United Kingdom,594,Narrowbody,2024-03-26 11:45:00,2024-03-26 12:55:00,0,11,1,3,70.0,0,458,0
1505,U28672-915700,0,1,5,easyJet,Glasgow Airport,Glasgow,United Kingdom,Shannon Airport,Shannon,Ireland,457,Widebody,2024-08-17 14:10:00,2024-08-17 14:59:00,0,14,5,8,49.0,0,435,0
1506,EI1285-336827,0,1,6,Aer Lingus,Dublin Airport,Dublin,Ireland,Shannon Airport,Shannon,Ireland,195,Regional,2024-08-14 12:45:00,2024-08-14 13:19:00,0,12,2,8,34.0,0,419,0
1507,EI8184-597125,2,1,10,Aer Lingus,Dublin Airport,Dublin,Ireland,Belfast International Airport,Belfast,United Kingdom,138,Narrowbody,2024-06-05 15:20:00,2024-06-05 15:42:00,0,15,2,6,22.0,1,419,0
1508,U24011-636554,0,1,3,easyJet,London Heathrow Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,523,Narrowbody,2024-02-05 04:40:00,2024-02-05 05:43:00,0,4,0,2,63.0,0,411,0
1509,U28645-596595,0,0,3,easyJet,Glasgow Airport,Glasgow,United Kingdom,London City Airport,London,United Kingdom,568,Widebody,2024-08-21 18:40:00,2024-08-21 19:40:00,0,18,2,8,60.0,0,435,1
1510,BA8731-441324,0,1,9,British Airways,Belfast International Airport,Belfast,United Kingdom,Dublin Airport,Dublin,Ireland,138,Widebody,2024-06-05 15:10:00,2024-06-05 15:32:00,0,15,2,6,22.0,0,400,0
1511,BA1626-054837,1,1,5,British Airways,Dublin Airport,Dublin,Ireland,Belfast International Airport,Belfast,United Kingdom,138,Widebody,2024-09-12 07:10:00,2024-09-12 07:40:00,0,7,3,9,30.0,0,419,1
1512,EI1854-959603,0,0,5,Aer Lingus,Shannon Airport,Shannon,Ireland,London Gatwick Airport,London,United Kingdom,623,Regional,2024-05-30 18:15:00,2024-05-30 19:32:00,0,18,3,5,77.0,0,458,1
1513,BA2746-700354,0,1,4,British Airways,Shannon Airport,Shannon,Ireland,London Heathrow Airport,London,United Kingdom,594,Widebody,2024-04-25 14:15:00,2024-04-25 15:25:00,0,14,3,4,70.0,0,458,0
1514,FR6880-621315,0,3,34,Ryanair,Dublin Airport,Dublin,Ireland,Belfast International Airport,Belfast,United Kingdom,138,Narrowbody,2024-02-27 05:30:00,2024-02-27 06:00:00,1,5,1,2,30.0,1,419,0
1515,U20376-912561,2,2,5,easyJet,Glasgow Airport,Glasgow,United Kingdom,Dublin Airport,Dublin,Ireland,297,Regional,2024-03-24 18:35:00,2024-03-24 19:22:00,0,18,6,3,47.0,1,435,1
1516,U28737-826651,0,1,34,easyJet,London Heathrow Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,450,Widebody,2024-10-22 11:25:00,2024-10-22 12:15:00,1,11,1,10,50.0,0,411,0
1517,FR9509-941472,0,1,0,Ryanair,London City Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,546,Widebody,2024-12-16 08:20:00,2024-12-16 09:24:00,0,8,0,12,64.0,0,445,1
1518,FR2557-575666,0,1,7,Ryanair,Belfast International Airport,Belfast,United Kingdom,London City Airport,London,United Kingdom,546,Widebody,2024-10-06 08:45:00,2024-10-06 09:55:00,0,8,6,10,70.0,0,400,1
1519,U28853-767280,0,2,6,easyJet,Belfast International Airport,Belfast,United Kingdom,London Gatwick Airport,London,United Kingdom,561,Narrowbody,2024-09-08 11:45:00,2024-09-08 12:42:00,0,11,6,9,57.0,1,400,0
1520,EI9830-873260,0,3,7,Aer Lingus,London Heathrow Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,555,Widebody,2024-06-14 21:50:00,2024-06-14 22:59:00,0,21,4,6,69.0,1,411,0
1521,U28456-625176,0,2,1,easyJet,London Heathrow Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,594,Regional,2024-12-20 17:30:00,2024-12-20 18:38:00,0,17,4,12,68.0,1,411,1
1522,U25269-315931,1,1,16,easyJet,London Gatwick Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,485,Regional,2024-10-05 11:30:00,2024-10-05 12:33:00,1,11,5,10,63.0,0,432,0
1523,FR6305-915388,2,2,0,Ryanair,Dublin Airport,Dublin,Ireland,Shannon Airport,Shannon,Ireland,195,Widebody,2024-09-03 06:00:00,2024-09-03 06:30:00,0,6,1,9,30.0,1,419,1
1524,BA6258-356344,2,0,28,British Airways,Dublin Airport,Dublin,Ireland,London Heathrow Airport,London,United Kingdom,450,Regional,2024-05-31 01:50:00,2024-05-31 02:40:00,1,1,4,5,50.0,1,419,0
1525,FR6959-089099,0,1,6,Ryanair,London Heathrow Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,555,Widebody,2024-11-11 17:50:00,2024-11-11 19:00:00,0,17,0,11,70.0,0,411,1
1526,EI2664-384417,0,3,4,Aer Lingus,London Heathrow Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,450,Narrowbody,2024-08-02 09:25:00,2024-08-02 10:15:00,0,9,4,8,50.0,1,411,1
1527,BA3600-771585,2,2,30,British Airways,London City Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,627,Regional,2024-08-11 22:25:00,2024-08-11 23:37:00,1,22,6,8,72.0,1,445,0
1528,BA9451-555481,1,0,4,British Airways,London Gatwick Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,561,Narrowbody,2024-12-23 11:30:00,2024-12-23 12:32:00,0,11,0,12,62.0,0,432,0
1529,FR7277-085255,0,1,1,Ryanair,Belfast International Airport,Belfast,United Kingdom,Dublin Airport,Dublin,Ireland,138,Regional,2024-11-08 12:15:00,2024-11-08 12:41:00,0,12,4,11,26.0,0,400,0
1530,U24375-547570,1,1,2,easyJet,London Heathrow Airport,London,United Kingdom,London Gatwick Airport,London,United Kingdom,40,Narrowbody,2024-10-31 19:40:00,2024-10-31 19:59:00,0,19,3,10,19.0,0,411,1
1531,EI7542-952269,1,1,5,Aer Lingus,Glasgow Airport,Glasgow,United Kingdom,Belfast International Airport,Belfast,United Kingdom,176,Narrowbody,2024-03-05 21:50:00,2024-03-05 22:17:00,0,21,1,3,27.0,0,435,0
1532,EI7563-764387,1,0,2,Aer Lingus,London Gatwick Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,561,Widebody,2024-01-09 18:00:00,2024-01-09 19:12:00,0,18,1,1,72.0,0,432,1
1533,BA4773-144177,0,0,0,British Airways,Belfast International Airport,Belfast,United Kingdom,London Gatwick Airport,London,United Kingdom,561,Narrowbody,2024-07-05 09:40:00,2024-07-05 10:51:00,0,9,4,7,71.0,0,400,1
1534,U2528-394178,0,2,35,easyJet,London Heathrow Airport,London,United Kingdom,London City Airport,London,United Kingdom,36,Regional,2024-12-23 14:05:00,2024-12-23 14:29:00,1,14,0,12,24.0,1,411,0
1535,FR4626-747166,2,2,34,Ryanair,Shannon Airport,Shannon,Ireland,Dublin Airport,Dublin,Ireland,195,Widebody,2024-03-02 14:35:00,2024-03-02 15:09:00,1,14,5,3,34.0,1,458,0
1536,FR9679-114745,1,0,0,Ryanair,Shannon Airport,Shannon,Ireland,London Gatwick Airport,London,United Kingdom,623,Narrowbody,2024-06-25 19:20:00,2024-06-25 20:32:00,0,19,1,6,72.0,0,458,1
1537,U28156-713703,1,1,12,easyJet,London Gatwick Airport,London,United Kingdom,London Heathrow Airport,London,United Kingdom,40,Narrowbody,2024-06-18 13:25:00,2024-06-18 13:41:00,0,13,1,6,16.0,0,432,0
1538,U29439-270718,3,1,20,easyJet,Shannon Airport,Shannon,Ireland,London City Airport,London,United Kingdom,627,Widebody,2024-01-10 21:00:00,2024-01-10 22:14:00,1,21,2,1,74.0,1,458,0
1539,FR0708-818596,1,0,3,Ryanair,London City Airport,London,United Kingdom,London Gatwick Airport,London,United Kingdom,42,Widebody,2024-08-14 15:45:00,2024-08-14 16:13:00,0,15,2,8,28.0,0,445,0
1540,EI5840-846274,0,0,0,Aer Lingus,London Gatwick Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,623,Narrowbody,2024-03-26 08:45:00,2024-03-26 09:55:00,0,8,1,3,70.0,0,432,1
1541,BA6265-600249,0,0,0,British Airways,Dublin Airport,Dublin,Ireland,Belfast International Airport,Belfast,United Kingdom,138,Regional,2024-09-16 01:15:00,2024-09-16 01:45:00,0,1,0,9,30.0,0,419,0
1542,FR5335-912683,0,1,0,Ryanair,Belfast International Airport,Belfast,United Kingdom,London Gatwick Airport,London,United Kingdom,561,Widebody,2024-01-25 11:55:00,2024-01-25 12:54:00,0,11,3,1,59.0,0,400,0
1543,EI6122-094150,0,0,6,Aer Lingus,Shannon Airport,Shannon,Ireland,London City Airport,London,United Kingdom,627,Regional,2024-12-05 06:35:00,2024-12-05 07:47:00,0,6,3,12,72.0,0,458,1
1544,FR4797-279595,0,1,6,Ryanair,London Heathrow Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,523,Narrowbody,2024-05-10 10:00:00,2024-05-10 10:59:00,0,10,4,5,59.0,0,411,0
1545,FR7323-305838,0,1,3,Ryanair,Shannon Airport,Shannon,Ireland,Glasgow Airport,Glasgow,United Kingdom,457,Regional,2024-07-09 22:50:00,2024-07-09 23:53:00,0,22,1,7,63.0,0,458,0
1546,U24079-630823,1,2,2,easyJet,London Heathrow Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,450,Regional,2024-01-30 06:35:00,2024-01-30 07:23:00,0,6,1,1,48.0,1,411,1
1547,FR0170-494835,0,0,0,Ryanair,London Gatwick Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,595,Widebody,2024-12-30 20:00:00,2024-12-30 21:11:00,0,20,0,12,71.0,0,432,0
1548,FR9591-266882,0,2,20,Ryanair,Belfast International Airport,Belfast,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,176,Regional,2024-09-05 20:50:00,2024-09-05 21:25:00,1,20,3,9,35.0,1,400,0
1549,FR8342-433361,0,0,2,Ryanair,London Gatwick Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,623,Narrowbody,2024-10-13 06:15:00,2024-10-13 07:28:00,0,6,6,10,73.0,0,432,1
1550,U25245-981520,0,1,7,easyJet,London City Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,627,Narrowbody,2024-07-01 17:45:00,2024-07-01 18:58:00,0,17,0,7,73.0,0,445,1
1551,U25760-957295,0,2,0,easyJet,Shannon Airport,Shannon,Ireland,Glasgow Airport,Glasgow,United Kingdom,457,Narrowbody,2024-08-09 14:05:00,2024-08-09 14:54:00,0,14,4,8,49.0,1,458,0
1552,BA1930-082650,2,0,0,British Airways,Glasgow Airport,Glasgow,United Kingdom,Belfast International Airport,Belfast,United Kingdom,176,Widebody,2024-07-19 11:55:00,2024-07-19 12:27:00,0,11,4,7,32.0,1,435,0
1553,U28866-389591,1,0,3,easyJet,Dublin Airport,Dublin,Ireland,London Gatwick Airport,London,United Kingdom,485,Widebody,2024-05-13 20:25:00,2024-05-13 21:25:00,0,20,0,5,60.0,0,419,0
1554,EI2811-037809,0,0,3,Aer Lingus,London Heathrow Airport,London,United Kingdom,London Gatwick Airport,London,United Kingdom,40,Regional,2024-08-24 21:40:00,2024-08-24 21:57:00,0,21,5,8,17.0,0,411,0
1555,U25587-527102,0,0,14,easyJet,London Gatwick Airport,London,United Kingdom,London City Airport,London,United Kingdom,42,Widebody,2024-07-09 07:35:00,2024-07-09 07:59:00,0,7,1,7,24.0,0,432,1
1556,EI1963-961018,1,2,3,Aer Lingus,London City Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,627,Regional,2024-11-21 23:50:00,2024-11-21 00:54:00,0,23,3,11,-1376.0,1,445,0
1557,FR5648-231757,0,2,1,Ryanair,London Heathrow Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,450,Narrowbody,2024-02-02 18:55:00,2024-02-02 19:47:00,0,18,4,2,52.0,1,411,1
1558,U24104-742317,0,1,1,easyJet,London Gatwick Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,485,Narrowbody,2024-11-21 08:45:00,2024-11-21 09:38:00,0,8,3,11,53.0,0,432,1
1559,EI7426-125797,1,1,10,Aer Lingus,London Gatwick Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,623,Regional,2024-11-01 11:55:00,2024-11-01 13:07:00,0,11,4,11,72.0,0,432,0
1560,FR8178-406298,2,1,4,Ryanair,London City Airport,London,United Kingdom,London Heathrow Airport,London,United Kingdom,36,Narrowbody,2024-02-27 20:15:00,2024-02-27 20:42:00,0,20,1,2,27.0,1,445,0
1561,FR5039-283472,1,1,2,Ryanair,Belfast International Airport,Belfast,United Kingdom,London City Airport,London,United Kingdom,546,Widebody,2024-02-05 03:05:00,2024-02-05 04:07:00,0,3,0,2,62.0,0,400,0
1562,BA8626-687671,1,2,2,British Airways,London City Airport,London,United Kingdom,London Heathrow Airport,London,United Kingdom,36,Narrowbody,2024-07-25 08:30:00,2024-07-25 08:43:00,0,8,3,7,13.0,1,445,1
1563,U25848-018443,0,2,0,easyJet,London City Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,568,Widebody,2024-10-25 10:20:00,2024-10-25 11:17:00,0,10,4,10,57.0,1,445,0
1564,BA4933-794650,0,1,5,British Airways,London Heathrow Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,450,Narrowbody,2024-02-26 21:25:00,2024-02-26 22:23:00,0,21,0,2,58.0,0,411,0
1565,EI3242-196378,0,1,3,Aer Lingus,Dublin Airport,Dublin,Ireland,London Heathrow Airport,London,United Kingdom,450,Regional,2024-12-18 08:15:00,2024-12-18 09:07:00,0,8,2,12,52.0,0,419,1
1566,FR2043-408001,1,1,5,Ryanair,London City Airport,London,United Kingdom,London Gatwick Airport,London,United Kingdom,42,Narrowbody,2024-07-25 11:10:00,2024-07-25 11:26:00,0,11,3,7,16.0,0,445,0
1567,U22000-495151,0,2,0,easyJet,London Heathrow Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,555,Regional,2024-10-19 09:30:00,2024-10-19 10:33:00,0,9,5,10,63.0,1,411,1
