,flight_id,precipitation,wind,dep_delay,carrier,origin_name,origin_city,origin_country,dest_name,dest_city,dest_country,distance_km,aircraft_type,scheduled_departure
1874,U29653-534204,Dry,Windy,0,easyJet,London City Airport,London,United Kingdom,London Gatwick Airport,London,United Kingdom,42,Narrowbody,2024-12-27 07:34:00
1875,U28351-204609,Light,Calm,0,easyJet,Glasgow Airport,Glasgow,United Kingdom,Dublin Airport,Dublin,Ireland,297,Widebody,2024-05-06 14:44:00
1876,BA564-374457,Dry,Calm,8,British Airways,Glasgow Airport,Glasgow,United Kingdom,London Gatwick Airport,London,United Kingdom,595,Widebody,2024-08-23 05:38:00
1877,FR1097-843146,Moderate,Calm,15,Ryanair,London Heathrow Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,555,Regional,2024-12-02 13:21:00
1878,FR8785-710575,Dry,Windy,2,Ryanair,Belfast International Airport,Belfast,United Kingdom,London City Airport,London,United Kingdom,546,Regional,2024-03-10 10:27:00
1879,FR1274-721981,Dry,Breezy,12,Ryanair,London Heathrow Airport,London,United Kingdom,London Gatwick Airport,London,United Kingdom,40,Narrowbody,2024-07-12 11:44:00
1880,BA5015-223542,Light,Breezy,7,British Airways,London Heathrow Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,555,Narrowbody,2024-01-29 21:35:00
1881,EI2991-072353,Dry,Windy,7,Aer Lingus,Belfast International Airport,Belfast,United Kingdom,London Heathrow Airport,London,United Kingdom,523,Widebody,2024-05-26 22:39:00
1882,BA5097-568936,Light,Breezy,18,British Airways,Glasgow Airport,Glasgow,United Kingdom,Dublin Airport,Dublin,Ireland,297,Narrowbody,2024-08-09 21:52:00
1883,BA8902-200225,Dry,Calm,0,British Airways,London City Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,546,Widebody,2024-09-12 14:49:00
1884,FR0016-002753,Light,Windy,3,Ryanair,Dublin Airport,Dublin,Ireland,London City Airport,London,United Kingdom,478,Narrowbody,2024-04-09 19:53:00
1885,EI6504-353875,Moderate,Windy,9,Aer Lingus,Glasgow Airport,Glasgow,United Kingdom,London City Airport,London,United Kingdom,568,Regional,2024-04-07 03:32:00
1886,BA1949-308117,Dry,Calm,0,British Airways,London City Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,568,Narrowbody,2024-07-17 23:38:00
1887,BA4481-881604,Dry,Breezy,1,British Airways,Belfast International Airport,Belfast,United Kingdom,Shannon Airport,Shannon,Ireland,281,Widebody,2024-08-16 21:20:00
1888,BA6354-483375,Dry,Very Windy,0,British Airways,Shannon Airport,Shannon,Ireland,London Heathrow Airport,London,United Kingdom,594,Widebody,2024-12-16 15:22:00
1889,EI7172-149071,Dry,Calm,3,Aer Lingus,Glasgow Airport,Glasgow,United Kingdom,Dublin Airport,Dublin,Ireland,297,Narrowbody,2024-11-20 18:29:00
1890,EI9078-339164,Moderate,Calm,5,Aer Lingus,London Heathrow Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,594,Regional,2024-09-27 15:41:00
1891,BA6858-072804,Light,Breezy,6,British Airways,Dublin Airport,Dublin,Ireland,Glasgow Airport,Glasgow,United Kingdom,297,Widebody,2024-10-16 13:11:00
1892,BA2470-413415,Light,Windy,3,British Airways,Belfast International Airport,Belfast,United Kingdom,London Gatwick Airport,London,United Kingdom,561,Widebody,2024-03-05 16:30:00
1893,EI3073-635771,Dry,Breezy,1,Aer Lingus,Glasgow Airport,Glasgow,United Kingdom,Dublin Airport,Dublin,Ireland,297,Widebody,2024-06-18 20:57:00
1894,BA5050-024363,Light,Breezy,23,British Airways,Glasgow Airport,Glasgow,United Kingdom,London City Airport,London,United Kingdom,568,Regional,2024-02-10 09:35:00
1895,BA8258-324528,Light,Breezy,9,British Airways,London City Airport,London,United Kingdom,London Gatwick Airport,London,United Kingdom,42,Regional,2024-02-28 09:11:00
1896,FR7347-101791,Dry,Breezy,29,Ryanair,Belfast International Airport,Belfast,United Kingdom,London Gatwick Airport,London,United Kingdom,561,Narrowbody,2024-08-04 05:07:00
1897,U25727-586016,Dry,Breezy,5,easyJet,Belfast International Airport,Belfast,United Kingdom,Shannon Airport,Shannon,Ireland,281,Regional,2024-09-30 13:51:00
1898,EI2832-002339,Dry,Breezy,30,Aer Lingus,London Heathrow Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,555,Widebody,2024-07-18 20:27:00
1899,BA5077-351632,Dry,Calm,33,British Airways,Dublin Airport,Dublin,Ireland,Belfast International Airport,Belfast,United Kingdom,138,Widebody,2024-08-18 22:22:00
1900,FR0348-085926,Dry,Breezy,24,Ryanair,London City Airport,London,United Kingdom,London Heathrow Airport,London,United Kingdom,36,Regional,2024-10-27 11:33:00
1901,BA8206-289257,Moderate,Windy,8,British Airways,Belfast International Airport,Belfast,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,176,Regional,2024-12-31 01:32:00
1902,EI3714-685151,Light,Windy,13,Aer Lingus,Shannon Airport,Shannon,Ireland,London Gatwick Airport,London,United Kingdom,623,Narrowbody,2024-11-27 21:49:00
1903,U2363-998320,Light,Calm,6,easyJet,London Gatwick Airport,London,United Kingdom,London City Airport,London,United Kingdom,42,Regional,2024-03-13 16:02:00
1904,EI4240-581680,Light,Breezy,8,Aer Lingus,London Gatwick Airport,London,United Kingdom,London City Airport,London,United Kingdom,42,Widebody,2024-03-06 16:09:00
1905,U20749-464530,Dry,Calm,0,easyJet,Dublin Airport,Dublin,Ireland,Shannon Airport,Shannon,Ireland,195,Narrowbody,2024-04-21 04:19:00
1906,BA4727-805630,Dry,Calm,1,British Airways,London Gatwick Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,595,Widebody,2024-12-19 23:28:00
1907,BA1930-022208,Light,Breezy,0,British Airways,London Gatwick Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,595,Regional,2024-05-09 13:51:00
1908,BA2544-018771,Light,Breezy,0,British Airways,London City Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,478,Narrowbody,2024-03-20 17:05:00
1909,FR7911-562132,Dry,Breezy,4,Ryanair,London Heathrow Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,594,Regional,2024-03-19 13:19:00
1910,EI5107-175905,Dry,Breezy,0,Aer Lingus,Glasgow Airport,Glasgow,United Kingdom,London Gatwick Airport,London,United Kingdom,595,Regional,2024-02-18 14:30:00
1911,FR4626-539479,Light,Windy,19,Ryanair,London City Airport,London,United Kingdom,London Heathrow Airport,London,United Kingdom,36,Narrowbody,2024-02-07 09:51:00
1912,FR6464-511014,Dry,Breezy,2,Ryanair,Shannon Airport,Shannon,Ireland,Belfast International Airport,Belfast,United Kingdom,281,Widebody,2024-08-06 09:06:00
1913,BA528-950961,Dry,Calm,0,British Airways,Dublin Airport,Dublin,Ireland,Glasgow Airport,Glasgow,United Kingdom,297,Narrowbody,2024-01-15 10:14:00
1914,U25141-472441,Dry,Breezy,27,easyJet,Glasgow Airport,Glasgow,United Kingdom,London Gatwick Airport,London,United Kingdom,595,Regional,2024-05-05 00:12:00
1915,BA3863-617557,Dry,Windy,7,British Airways,London Heathrow Airport,London,United Kingdom,London Gatwick Airport,London,United Kingdom,40,Narrowbody,2024-02-21 08:32:00
1916,U29382-351735,Light,Calm,3,easyJet,Shannon Airport,Shannon,Ireland,London Gatwick Airport,London,United Kingdom,623,Regional,2024-09-25 19:25:00
1917,BA2744-860825,Dry,Calm,1,British Airways,Shannon Airport,Shannon,Ireland,Dublin Airport,Dublin,Ireland,195,Regional,2024-05-05 05:11:00
1918,EI837-956748,Dry,Breezy,0,Aer Lingus,London Heathrow Airport,London,United Kingdom,London Gatwick Airport,London,United Kingdom,40,Widebody,2024-04-02 13:03:00
1919,EI4437-138135,Light,Very Windy,0,Aer Lingus,Shannon Airport,Shannon,Ireland,Belfast International Airport,Belfast,United Kingdom,281,Narrowbody,2024-10-22 21:49:00
1920,U20933-289273,Light,Calm,4,easyJet,London Gatwick Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,485,Widebody,2024-09-20 13:39:00
1921,FR8549-875454,Light,Calm,4,Ryanair,Dublin Airport,Dublin,Ireland,Belfast International Airport,Belfast,United Kingdom,138,Widebody,2024-10-22 20:16:00
1922,BA8549-327407,Light,Very Windy,24,British Airways,Glasgow Airport,Glasgow,United Kingdom,Dublin Airport,Dublin,Ireland,297,Narrowbody,2024-08-02 09:25:00
1923,BA4246-366005,Dry,Breezy,0,British Airways,Belfast International Airport,Belfast,United Kingdom,London Gatwick Airport,London,United Kingdom,561,Regional,2024-08-16 10:13:00
1924,BA8399-159641,Light,Breezy,8,British Airways,London Heathrow Airport,London,United Kingdom,London Gatwick Airport,London,United Kingdom,40,Regional,2024-02-01 13:11:00
1925,BA9098-060018,Dry,Breezy,4,British Airways,Shannon Airport,Shannon,Ireland,Glasgow Airport,Glasgow,United Kingdom,457,Narrowbody,2024-02-20 12:18:00
1926,U21315-729182,Dry,Breezy,9,easyJet,Glasgow Airport,Glasgow,United Kingdom,Belfast International Airport,Belfast,United Kingdom,176,Narrowbody,2024-05-06 12:13:00
1927,EI425-936331,Light,Breezy,1,Aer Lingus,Shannon Airport,Shannon,Ireland,Glasgow Airport,Glasgow,United Kingdom,457,Regional,2024-10-01 19:51:00
1928,U23014-290977,Light,Breezy,6,easyJet,Belfast International Airport,Belfast,United Kingdom,London Gatwick Airport,London,United Kingdom,561,Regional,2024-08-21 14:07:00
1929,FR605-467247,Moderate,Calm,0,Ryanair,London Gatwick Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,595,Narrowbody,2024-04-12 22:31:00
1930,FR1473-043948,Dry,Breezy,2,Ryanair,London City Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,627,Widebody,2024-05-06 19:46:00
1931,EI5466-361649,Dry,Calm,5,Aer Lingus,London Heathrow Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,523,Widebody,2024-10-18 09:28:00
1932,BA7225-645844,Moderate,Breezy,13,British Airways,Dublin Airport,Dublin,Ireland,London City Airport,London,United Kingdom,478,Narrowbody,2024-08-15 19:24:00
1933,U25165-280560,Dry,Very Windy,11,easyJet,London Gatwick Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,485,Widebody,2024-10-08 11:26:00
1934,U25160-239491,Dry,Breezy,7,easyJet,Belfast International Airport,Belfast,United Kingdom,London Gatwick Airport,London,United Kingdom,561,Widebody,2024-08-10 08:12:00
1935,BA2089-326415,Dry,Breezy,4,British Airways,Belfast International Airport,Belfast,United Kingdom,London Heathrow Airport,London,United Kingdom,523,Regional,2024-04-01 15:25:00
1936,EI6874-545385,Light,Calm,0,Aer Lingus,London Heathrow Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,523,Widebody,2024-04-15 16:30:00
1937,EI7318-791997,Light,Windy,3,Aer Lingus,London Heathrow Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,450,Narrowbody,2024-12-13 15:45:00
1938,U21583-114128,Dry,Calm,2,easyJet,Glasgow Airport,Glasgow,United Kingdom,Shannon Airport,Shannon,Ireland,457,Widebody,2024-10-11 16:35:00
1939,U21921-163295,Dry,Windy,6,easyJet,Belfast International Airport,Belfast,United Kingdom,London City Airport,London,United Kingdom,546,Widebody,2024-10-11 09:41:00
1940,U23019-197949,Dry,Calm,11,easyJet,Glasgow Airport,Glasgow,United Kingdom,London Heathrow Airport,London,United Kingdom,555,Narrowbody,2024-03-01 21:03:00
1941,FR2058-347585,Light,Windy,9,Ryanair,London Gatwick Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,595,Narrowbody,2024-02-14 12:35:00
1942,BA9428-549664,Moderate,Calm,3,British Airways,Glasgow Airport,Glasgow,United Kingdom,Belfast International Airport,Belfast,United Kingdom,176,Widebody,2024-03-05 11:57:00
1943,BA5025-009438,Moderate,Breezy,7,British Airways,London Gatwick Airport,London,United Kingdom,London Heathrow Airport,London,United Kingdom,40,Widebody,2024-02-25 15:46:00
1944,U24204-225760,Moderate,Breezy,6,easyJet,London Heathrow Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,450,Regional,2024-08-09 07:21:00
1945,U21999-456704,Moderate,Calm,2,easyJet,Shannon Airport,Shannon,Ireland,Glasgow Airport,Glasgow,United Kingdom,457,Widebody,2024-05-30 06:18:00
1946,FR9798-942358,Moderate,Breezy,5,Ryanair,Belfast International Airport,Belfast,United Kingdom,London Heathrow Airport,London,United Kingdom,523,Widebody,2024-05-30 05:31:00
1947,U21073-444065,Moderate,Windy,37,easyJet,London Heathrow Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,594,Narrowbody,2024-11-29 09:46:00
1948,FR2145-479248,Dry,Breezy,2,Ryanair,London City Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,568,Regional,2024-06-16 03:30:00
1949,EI3201-694886,Dry,Breezy,0,Aer Lingus,Shannon Airport,Shannon,Ireland,Dublin Airport,Dublin,Ireland,195,Regional,2024-10-19 03:29:00
1950,U23729-067798,Heavy,Calm,6,easyJet,London Heathrow Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,450,Narrowbody,2024-09-21 21:33:00
1951,BA7037-574508,Light,Breezy,1,British Airways,London Gatwick Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,623,Narrowbody,2024-12-11 19:00:00
1952,U29084-056968,Dry,Calm,1,easyJet,London Heathrow Airport,London,United Kingdom,London Gatwick Airport,London,United Kingdom,40,Widebody,2024-11-06 04:58:00
1953,BA7329-980711,Dry,Breezy,1,British Airways,Glasgow Airport,Glasgow,United Kingdom,Belfast International Airport,Belfast,United Kingdom,176,Widebody,2024-11-09 03:10:00
1954,FR6452-617201,Heavy,Breezy,28,Ryanair,London Gatwick Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,595,Widebody,2024-12-03 20:52:00
1955,U27880-221495,Dry,Windy,3,easyJet,London City Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,478,Widebody,2024-01-17 04:10:00
1956,BA2462-565527,Heavy,Windy,43,British Airways,London Gatwick Airport,London,United Kingdom,London City Airport,London,United Kingdom,42,Regional,2024-04-08 15:13:00
1957,EI6811-867962,Dry,Breezy,4,Aer Lingus,London City Airport,London,United Kingdom,London Heathrow Airport,London,United Kingdom,36,Widebody,2024-12-14 06:49:00
1958,FR9080-564742,Light,Breezy,7,Ryanair,Shannon Airport,Shannon,Ireland,Glasgow Airport,Glasgow,United Kingdom,457,Regional,2024-07-13 20:09:00
1959,U23828-310278,Moderate,Calm,8,easyJet,Belfast International Airport,Belfast,United Kingdom,London Heathrow Airport,London,United Kingdom,523,Narrowbody,2024-06-29 03:41:00
1960,EI2929-750697,Dry,Calm,5,Aer Lingus,Shannon Airport,Shannon,Ireland,London Heathrow Airport,London,United Kingdom,594,Narrowbody,2024-04-23 03:27:00
1961,BA5170-627493,Dry,Windy,6,British Airways,Belfast International Airport,Belfast,United Kingdom,London City Airport,London,United Kingdom,546,Widebody,2024-02-28 15:42:00
1962,U29642-742651,Dry,Calm,26,easyJet,Glasgow Airport,Glasgow,United Kingdom,London Heathrow Airport,London,United Kingdom,555,Regional,2024-04-05 17:39:00
1963,BA4087-045940,Light,Breezy,19,British Airways,Glasgow Airport,Glasgow,United Kingdom,Belfast International Airport,Belfast,United Kingdom,176,Regional,2024-05-17 13:35:00
1964,U21290-866107,Light,Calm,0,easyJet,Belfast International Airport,Belfast,United Kingdom,Dublin Airport,Dublin,Ireland,138,Regional,2024-11-27 09:30:00
1965,U22000-282813,Light,Breezy,8,easyJet,London Heathrow Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,523,Widebody,2024-03-11 09:24:00
1966,BA9179-992212,Dry,Breezy,2,British Airways,London Heathrow Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,555,Widebody,2024-07-31 13:10:00
1967,EI4583-507930,Moderate,Calm,17,Aer Lingus,Glasgow Airport,Glasgow,United Kingdom,Shannon Airport,Shannon,Ireland,457,Widebody,2024-03-16 20:31:00
1968,BA8792-437330,Dry,Windy,40,British Airways,Belfast International Airport,Belfast,United Kingdom,London Heathrow Airport,London,United Kingdom,523,Narrowbody,2024-01-14 17:44:00
1969,EI2945-398919,Dry,Windy,6,Aer Lingus,London Heathrow Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,523,Widebody,2024-06-16 07:08:00
1970,U29658-486820,Heavy,Windy,0,easyJet,London Heathrow Airport,London,United Kingdom,London City Airport,London,United Kingdom,36,Narrowbody,2024-05-30 01:23:00
1971,U22686-871968,Dry,Calm,32,easyJet,Belfast International Airport,Belfast,United Kingdom,Shannon Airport,Shannon,Ireland,281,Narrowbody,2024-11-16 14:53:00
1972,EI0249-720583,Dry,Very Windy,24,Aer Lingus,Belfast International Airport,Belfast,United Kingdom,Dublin Airport,Dublin,Ireland,138,Narrowbody,2024-01-08 23:46:00
1973,EI7382-792245,Moderate,Breezy,31,Aer Lingus,Belfast International Airport,Belfast,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,176,Narrowbody,2024-01-19 13:49:00
1974,EI2606-635227,Heavy,Windy,15,Aer Lingus,London Gatwick Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,595,Widebody,2024-02-17 21:50:00
1975,FR359-744604,Dry,Calm,0,Ryanair,Shannon Airport,Shannon,Ireland,London City Airport,London,United Kingdom,627,Narrowbody,2024-01-08 18:44:00
1976,U22222-393499,Dry,Calm,10,easyJet,London Gatwick Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,623,Regional,2024-05-15 15:59:00
1977,BA4690-375195,Dry,Windy,2,British Airways,Glasgow Airport,Glasgow,United Kingdom,Shannon Airport,Shannon,Ireland,457,Narrowbody,2024-09-11 08:54:00
1978,BA4297-410281,Dry,Calm,4,British Airways,London Heathrow Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,594,Narrowbody,2024-06-21 20:21:00
1979,BA389-649945,Light,Breezy,0,British Airways,Dublin Airport,Dublin,Ireland,Shannon Airport,Shannon,Ireland,195,Regional,2024-12-07 04:14:00
1980,BA5462-900248,Dry,Breezy,8,British Airways,Shannon Airport,Shannon,Ireland,London Heathrow Airport,London,United Kingdom,594,Widebody,2024-11-25 01:55:00
1981,BA9642-324922,Dry,Calm,5,British Airways,London Gatwick Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,485,Narrowbody,2024-11-30 11:16:00
1982,U26765-847052,Dry,Breezy,3,easyJet,Shannon Airport,Shannon,Ireland,Dublin Airport,Dublin,Ireland,195,Narrowbody,2024-12-02 04:44:00
1983,U29158-381492,Light,Breezy,1,easyJet,London City Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,568,Widebody,2024-05-09 23:01:00
1984,U23308-926113,Light,Breezy,2,easyJet,Glasgow Airport,Glasgow,United Kingdom,London Heathrow Airport,London,United Kingdom,555,Narrowbody,2024-11-08 20:59:00
1985,FR3586-925378,Dry,Breezy,3,Ryanair,Belfast International Airport,Belfast,United Kingdom,London Gatwick Airport,London,United Kingdom,561,Regional,2024-09-27 20:52:00
1986,EI5953-811714,Moderate,Windy,32,Aer Lingus,Shannon Airport,Shannon,Ireland,London Gatwick Airport,London,United Kingdom,623,Narrowbody,2024-01-11 09:09:00
1987,EI8352-451420,Dry,Windy,10,Aer Lingus,London Heathrow Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,523,Regional,2024-08-01 04:32:00
1988,U27692-281800,Light,Windy,0,easyJet,Belfast International Airport,Belfast,United Kingdom,Dublin Airport,Dublin,Ireland,138,Widebody,2024-02-09 08:37:00
1989,EI6768-951656,Heavy,Calm,3,Aer Lingus,Dublin Airport,Dublin,Ireland,London Gatwick Airport,London,United Kingdom,485,Regional,2024-05-21 01:49:00
1990,FR7234-123874,Light,Breezy,2,Ryanair,Glasgow Airport,Glasgow,United Kingdom,Dublin Airport,Dublin,Ireland,297,Regional,2024-12-01 20:02:00
1991,EI8690-804438,Light,Calm,0,Aer Lingus,London Heathrow Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,523,Regional,2024-08-13 14:19:00
